"Every %s product undergoes an extensive testing and quality control procedure, ensuring each and every item purchased meets global quality standards. %s offers only the highest quality products, allowing customers to shop with confidence.","Jedes Produkt von %s wird wiederholt überprüfen und streng Qualitätskontrolle erfahren. Stellen Sie sicher, dass jeden gekauften Ware  den  globalen Qualitätsstandards treffen. %s bietet nur den höchste Qualität Produkte, so dass die Kunden mit Vertrauen einkaufen können."
Failure,Ausfall
Faq,Faq
Fast Delivery Around The Globe,Schnelle Lieferung auf den ganzen Welte
Fax,Fax
Featured,Empfehlung
Finish,Schluss
First Name,Vorname
Follow these links to get you back on track!,"Folgen Sie diesen Links, um Sie wieder auf dem richtigen Weg!"
Forgot Your Password?,Passwort vergessen?
From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.,"Von Ihrem Konto Übersicht haben Sie die Möglichkeit, einen Schnappschuss von Ihrem letzten Kontobewegungen einsehen und aktualisieren Sie Ihre Kontodaten. Wählen Sie einen Link unten, um anzuzeigen oder zu bearbeiten Informationen."
Gender,Anrede
General Subscription,Allgemeine Abonnement
Good,Gut
Gorgeous,Herrlich
Grand Total,Gesamtsumme
Grid,Gitter
"Have no fear, help is near! There are many ways you can get back on track with Our Store.","Haben Sie keine Angst, Hilfe ist nah! Es gibt viele Möglichkeiten, wie Sie wieder auf die Strecke unserem Shop können."
"Hello, %s!","Guten Tag, %s!"
High Quality With Global Standards,Hoch Qualität mit globalen Standards
Home,Startseite
"If you clicked on a link to get here, the link is outdated.","Wenn Sie auf einen Link zu uns geklickt haben, wird der Link veraltet."
"If you have an account with us, please log in.","Wenn Sie ein Konto bei uns haben, bitte loggen Sir eine"
"If you typed the URL directly, please make sure the spelling is correct.","Wenn Sie tippte die URL direkt, stellen Sie bitte sicher, dass die Schreibweise korrekt ist."
In stock,auf den Lager
Information,Informationen
Invalid login or password.,Invalid einloggenoder passwort.
Item(s),Artikel(s)
Items <span>%s</span> to <span>%s</span> of <span>%s</span> total,Artikel <span>%s</span> zu <span>%s</span> von <span>%s</span> insgesamt
JavaScript seem to be disabled in your browser.,JavaScript scheint in Ihrem Browser deaktiviert zu sein.
Last Name,Nachname
List,Liste
Log In,Anmelden
Log Out,Abmelden
Login,Einloggen
Login or Create an Account,Anmelden oder Neues Konto
Manage Addresses,Adressen verwalten
Material,Material
More Views,mehr Ansichten
My Account,Mein Konto
My Cart,Mein Einkaufswagen
My Cart (<span>%s</span> Items),Mein Einkaufswagen (<span>%s</span> Artikel)
My Dashboard,Meine Übersicht
My Orders,Meine Bestellungen
My Product Reviews,Kundenmeinungen 
My Recent Reviews,Meine Neuesten Bewertungen
Name,Name
Name: A to Z,Name: A zu Z
Name: Z to A,Name: Z zu A
New Address,neue Adresse
New Arrivals,Neu im angebot
New Customers,Neukunde
New Password,Neues Passwort
New Products,Neue Produkte
News,Nachrichten
Newsletter Subscriptions,Newsletter Abonnements
Newsletters,Newsletters
Next,Nächsten
Nickname,Nickname
Not Available At This Time,Nicht Verfügbar In Dieser Zeit
Num,Num
Order #,Bestellung #
Order #%s - %s,Bestellen #%s - %s
Order Date,Bestelldatum
Order Information,Bestellinformationen
Order Items,Bestellte Artikel
Order Review,Bestellen Bewertung
Order Status,Bestellstatus
Order Total,Gesamtsumme
Ordered: High to Low,Bestellt: Hoch zum niedrig
Ordered: Low to High,Bestellt: Niedrig zum Hoch
Ordering,Bestellung
Origin,Origin
Out of Stock,Ausverkauft
Page,Seite
Page Not Found,Keine Seite gefunden.
Password,Passwort
Paying,Bezahlen
Payment & Shipping,Zahlung & Lieferung
Payment Method,Bezahlmethoden
Pending,Ausstehend
Place Order,Bestellung Aufgeben
Please make sure your passwords match.,"Bitte stellen Sie sicher, dass Ihre Passwörter übereinstimmen."
Please Select,Bitte wählen
Please select country,Bitte Land Auswählen
"Please select region, state or province","Bitte wählen Sie eine Region, Staat oder Provinz"
Please specify the product's required option(s).,Bitte geben Sie das Produkt gewünschte Option (en).
Poor,Schlecht
Popular Search,Beliebte Suchen
Previous,Früher
Price,Preis
Price: High to Low,Preis: Hoch Zu Niedrig
Price: Low to High,Preis: Niedrig Zu Hoch
Privacy & Security,Datenschutz & Sicherheit
Proceed to Checkout,Zur Kasse gehen
Processing,Verarbeitung
Product Name,Produktname
Product Reviews,Kundenmeinungen
Products,Produkte
Products Sitemap,Produkte Sitemap
Qty,Menge
Quick Overview,Kurzübersicht
Rating,Wertung
Recent Orders,Aktuelle Aufträge
Recent Viewed,Letzte Gesehene
Registered Customers,Registrierte Kunden
Regular,Regelmäßige
Regular Price,Regulärer Preis
Related,Related
Remove item,Artikel entfernen
Remove This Item,Artikel Entfernen
Required Fields,Pflichtangaben
Reset,rücksetzen
Returns Policy,Rückgaberecht
Review,Bewertung
Reviews,Bewertungen
Save,Sparen
Save in address book,Im Adressbuch speichern
Save Off,Speichern Off
Search,Suchen
Search entire store here...,Suchen Gesamten Shop…
"Search results for: ""%s""","Suchergebnisse nach%s"""
Select a billing address from your address book or enter a new address.,Wählen Sie eine Rechnungsadresse aus Ihrem Adressbuch oder legen Sie eine neue an.
Select a shipping address from your address book or enter a new address.,Wählen Sie eine Versandadresse aus Ihrem Adressbuch oder legen Sie eine neue an.
Select Your Currency,Wählen Sie Ihre Währung
Series,Serie
Ship To,Ship To
Ship to different address,An andere Adresse liefern
Ship to this address,An diese Rechnungsadresse liefern
Shipping & Delivery,Liefer-und Versandkosten
Shipping & Handling,Liefer-und Versandkosten
Shipping Address,Versandadresse
Shipping Information,Versand Informationen
Shipping Method,Versandart
Shop By,Einkaufen Nach
Shop With Confidence & Satisfaction Guaranteed,Mit Vertrauen Einkaufen & Zufriedenheit garantiert
Shopping Cart,WARENKORB
Shopping cart have been updated success.,Warenkorb wurden erfolgreich aktualisiert.
Shopping Cart is Empty,Dein Warenkorb ist aktuell leer.
"Shopping on %s is safe and secure - guaranteed! %s cares about your complete satisfaction. We offer a comprehensive return policy on all items, allowing you to shop with confidence.","Einkaufen auf %s ist sicher und garantierte. www.nkschuhe.com beachten auf Ihre Zufriedenheit. Wir bieten Ihnen den umfassendes Rückgaberecht auf alle Produkte, so dass Sie mit Zuversicht einkaufen können."
Shopping Options,Den Optionen
Show,Zeige
Sign Up for Newsletter,Melden Sie sich zu unserem Newsletter an
Site Map,Site Map
Size,Größe
Size Chart,Größentabelle
Sort By,Sortieren nach
Spec,Spec
Special Price,Sonderpreis
Specials,Sonderangebote
State/Province,Staat/Provinz
Status,Status
Store Home,Store Home
Street Address,Straße
Submit,Absenden
Submit Review,Abschicken
Subtotal,Zwischensumme
Success,Success
Telephone,Telefon
Thank you for registering with Our Store.,Vielen Dank für Ihre Registrierung auf unserem Shop.
The account information has been saved.,Die Kontoinformationen wurde gespeichert.
The address has been saved.,Die eingegebene Adresse wurde gespeichert.
The minimum password length is 6.,Die Mindestlänge des Kennworts ist 6.
"The page you requested was not found, and we have a fine guess why.","Die von Ihnen angeforderte Seite wurde nicht gefunden, und wir haben eine feine Vermutung, warum."
The review has been saved.,Die Bewertung Wurde Gespeichert.
The subscription has been saved.,Der Bezugspreis wurde gespeichert.
There are currently no news.,Es gibt derzeit keine Nachrichten.
There are no products matching the selection.,Es gibt keine Produkte entsprechend der Auswahl bereit.
There are no sitemap matching the selection.,Es gibt keine sitemap zur Auswahl passenden.
"There is <a href=""%s"">%s item(s)</a> in your cart.","Es gibt <a href=""%s"">%s Artikel(s)</a> in Ihrem Warenkorb."
There is already an account with this email address.,Es gibt bereits ein Konto mit dieser E-Mail-Adresse.
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","Es gibt bereits ein Konto mit dieser E-Mail-Adresse. Wenn Sie sicher sind, dass es Ihr ist"
There was a security error.,Es war ein Sicherheitsrisiko Fehler.
This good was added to your shopping cart.,Diese gute wurde zu Ihrem Warenkorb hinzugefügt.
Unit Price,Einzelpreis
Update Shopping Cart,Aktualisieren Warenkorb
Use as My Default Billing Address,Als meine Rechnungsadresse verwenden
Use as My Default Shipping Address,Als meine Versandadresse verwenden
Use the search bar at the top of the page to search for your products.,"Verwenden Sie die Suchfunktion am oberen Rand der Seite, um für Ihre Produkte zu suchen."
View All,Alle ansehen
View as,View Als
View Order,Bestellung ansehen
Viewed: High to Low,Gesehen: Hoch Zu Niedrig
Viewed: Low to High,Gesehen: Niedrig Zu Hoch
What can you do?,Was Können Sie Tun?
"With a wide variety of payment options, %s offers convenience to customers worldwide. Purchasing options include major credit cards, debit cards, wire transfer, Western Union.","Mit den verschiedene Zahlungsmöglichkeiten, bietet %s Bequemlichkeit für Kunden weltweit. Kaufoptionen sind die gängigen Kreditkarten, EC-Karten, Banküberweisung, Western Union."
Write Your Own Review,Eigene Bewertung Schreiben
Year,Jahr
You are currently not subscribed to any newsletter.,Sie sind momentan zu keinem Newsletter angemeldet.
You are currently subscribed.,Sie zurzeit abonniert.
You are now logged out,Sie sind nun abgemeldet
You have logged out and will be redirected to our homepage in 5 seconds.,Sie sind nun abgemeldet und werden in 5 Sekunden auf die Startseite weitergeleitet.
You have no additional address entries in your address book.,Sie haben keine zusätzliche Adresse Einträge in Ihrem Adressbuch.
You have no items in your shopping cart.,Sie haben keine Artikel im Warenkorb.
You have placed no orders.,Sie haben noch keine Bestellungen getätigt.
You have submitted no reviews.,Sie Haben Noch Keine Bewertungen Abgegeben.
You may also be interested in the following product(s),Das könnte Ihnen auch gefallen
You must have JavaScript enabled in your browser to utilize the functionality of this website.,Youmust haben JavaScript in Ihrem Browser aktivieren um alle Funktionen in diesem Shop nutzen zu können.
You will be redirected to Credit Card in a few seconds.,Sie werden in enigen Sekunden zur Kreditkarte umleiten.
You will be redirected to Paypal in a few seconds.,Sie werden in wenigen Sekunden zu Paypal weitergeleitet.
Zip/Postal Code,Postleitzahl
Regular,Regelmäßige
All Category,Alle Kategorie
Payment Methods,Zahlungsmethoden
Help,Hilfe
Currency,Währung
My Cart (<span>%s</span>) Items,Mein Einkaufswagen (<span>%s</span>) Artikel
My Cart <span>%s</span> Items,Mein Einkaufswagen <span>%s</span> Artikel
My Cart <span>%s</span>,Mein Einkaufswagen <span>%s</span>
My Cart <span>%s Items</span>,Mein Einkaufswagen <span>%s Artikel</span>
Checkout Process,Kasse Prozess
By <span>%s</span>,Durch <span>%s</span>
Write a review,Eine Rezension schreiben
Model,Modell
Online Payment,Online-Ueberweisung
Type,Typ
Account Number,Kontonummer
Bank Code,Bankleitzahl
Sofort Banking,Sofort-Überweisung
Credit Card Payment,Kreditkarten Zahlung
Order Number,Bestellnummer
Order Amount,Bestellbetrag
Credit Card Number,Kreditkartennummer
Expiration Date,Haltbarkeitsdatum
Month,Monat
Card Verification Number,Kartenprüfnummer
What's this?,Was ist das?
Thank you for your order. The order confirm email will send within 24 hours!,Vielen Dank für Ihre Bestellung. Die Bestellbestätigung wird innerhalb von 24 Stunden versendet!
"Sorry, your order didn't go through because of unauthorized card. Please make an order with different card.","Entschuldigung, Ihre Bestellung wurde wegen einer nicht autorisierten Karte nicht ausgeführt. Bitte bestellen Sie mit einer anderen Karte."
Order Info,Bestellinformationen
Card Number,Kreditkartennummer
Expiration,Haltbarkeitsdatum
Pay,Zahlen
Notes,Anmerkungen
"You are now connected to a secure payment site with certificate issued by VeriSign, Your payment details will be securely transmitted to the Bank for transaction authorization in full accordance with PCI standards.",Sie sind nun mit einem Zertifikat von VeriSign mit einer sicheren Zahlungsseite verbunden. Ihre Zahlungsdaten werden in voller Übereinstimmung mit den PCI-Standards sicher an die Bank zur Transaktionsautorisierung übermittelt.
