Login or Create an Account,Logga in eller Skapa ett konto
Manage Addresses,Hantera Adressbok
Material,Material
More Views,fler visningar
My Account,Mitt Konto
My Cart,Mitt Kundvagn
My Cart (<span>%s</span> Items),Mitt Kundvagn (<span>%s</span> artiklar)
My Dashboard,Mitt Konto
My Orders,Mina Orders
My Product Reviews,Mitt Produkt recensionerna
My Recent Reviews,Mitt Senaste recensionerna
Name,Namn
Name: A to Z,Namn: A till Z
Name: Z to A,Namn: Z till A
New Address,Ny adress
New Arrivals,Nyinkomna
New Customers,ny kund
New Password,Nytt lösenord
New Products,Nytt Produkter
News,Nyheter
Newsletter Subscriptions,Prenumerera på vårt nyhetsbrev
Newsletters,nyhetsbrev
Next,Nästa
Nickname,användarnamn
Not Available At This Time,Inte tillgänglig just nu
Num,Num
Order #,Order #
Order #%s - %s,Order #%s - %s
Order Date,Orderdatum
Order Information,Order Information
Order Items,Order artiklar
Order Review,Order recensionerna
Order Status,Order Status
Order Total,Order Totalt
Ordered: High to Low,Beställt: Högt till Lågt
Ordered: Low to High,Beställt: lågt till Högt
Ordering,beställning
Origin,Ursprung
Out of Stock,Slutsålt
Page,sidan
Page Not Found,sidan kunde inte hittas
Password,lösenord
Paying,Betalnings
Payment & Shipping,Betalning och frakt
Payment Method,Betalningsmetod
Pending,Avvaktar
Place Order,Skicka beställning
Please make sure your passwords match.,Lösenorden matchar inte
Please Select,Vänligen välj
Please select country,Vänligen välj Land
"Please select region, state or province","Vänligen välj region, state elle provins"
Please specify the product's required option(s).,Vänligen ange produktens önskat alternativ.
Poor,ganska dålig
Popular Search,Populära sökningar
Previous,Föregående
Price,pris
Price: High to Low,pris: Högt till Lågt
Price: Low to High,pris: Lågt till Högt
Privacy & Security,Sekretesspolicy
Proceed to Checkout,Fortsätt till Check-out
Processing,Bearbetning
Product Name,Produktnamn
Product Reviews,Produkt recensionerna
Products,Produkter
Products Sitemap,Produkter Sidkarta
Qty,Antal
Quick Overview,Snabböversikt
Rating,Betygsättning
Recent Orders,senaste order
Recent Viewed,nyligen visade
Registered Customers,registrerade kunder
Regular,OK
Regular Price,Ordinarie pris
Related,Relaterat
Remove item,Ta bort artikel
Remove This Item,Ta bort artikel
Required Fields,obligatoriskt fält
Reset,Återställ
Returns Policy,Retur Policy
Review,Recensione
Reviews,Recensionerna
Save,Spara
Save in address book,Spara i adressbok
Save Off,Spara Off
Search,Sök
Search entire store here...,Leta efter en artikel eller ett märke
"Search results for: ""%s""","Sökresultat för: ""%s"""
Select a billing address from your address book or enter a new address.,Välj en faktureringsadress från din adressbok eller ange en ny adress.
Select a shipping address from your address book or enter a new address.,Välj leveransadress från din adressbok eller ange en ny adress.
Select Your Currency,Välj din valuta
Series,Serie
Ship To,Ship till
Ship to different address,Ship till annan adress
Ship to this address,Ship till denna adress
Shipping & Delivery,Frakt & Leverans
Shipping & Handling,Frakt & bruk
Shipping Address,Leveransadress
Shipping Information,Leveransinfo
Shipping Method,Leveransmetod
Shop By,Handla efter
Shop With Confidence & Satisfaction Guaranteed,Handla med förtroende & Nöjdhetsgaranti
Shopping Cart,Kundvagn
Shopping cart have been updated success.,Kundvagn har uppdaterats framgång.
Shopping Cart is Empty,Din shoppingvagn är tom
"Shopping on %s is safe and secure - guaranteed! %s cares about your complete satisfaction. We offer a comprehensive return policy on all items, allowing you to shop with confidence.","Att handla på %s är säkert - garanterat! %s bryr sig om din fulla belåtenhet. Vi erbjuder en returnpolicy på alla produkter, som låter dig handla med förtroende."
Shopping Options,Alternativ för att handla
Show,Visa
Sign Up for Newsletter,Signa upp för vårt nyhetsbrev
Site Map,Sidkarta
Size,Storlek
Size Chart,Storlekstabell
Sort By,Sortera efter
Spec,Spec
Special Price,Specialpris
Specials,Erbjudanden
State/Province,State/Provins
Status,Status
Store Home,Lagra Hem
Street Address,adress
Submit,Skicka in
Submit Review,Skicka in Recensioner
Subtotal,Totalsumma
Success,Framgång
Telephone,Telefon
Thank you for registering with Our Store.,Tack för din registrering med vårt lager.
The account information has been saved.,Kontot har sparats.
The address has been saved.,Adressen har sparats.
The minimum password length is 6.,Den minsta lösenordslängd är 6.
"The page you requested was not found, and we have a fine guess why.","Sidan du begärde hittades inte, och vi har en fin gissa varför."
The review has been saved.,Recension har sparats.
The subscription has been saved.,Prenumerationen har sparats.
There are currently no news.,Det finns inga nyheter.
There are no products matching the selection.,Det finns inga produkter som överensstämmer med urvalet.
There are no sitemap matching the selection.,Det finns ingen sitemap matchar urvalet.
"There is <a href=""%s"">%s item(s)</a> in your cart.","Det finns <a href=""%s"">%s artiklar</a> i din varukorg."
There is already an account with this email address.,Det finns redan ett konto med denna e-postadress.
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","Det finns redan ett konto med denna e-postadress. Om du är säker på att det är din e-postadress, <a href=""%s"">klicka här</a> för att få ditt lösenord och komma åt ditt konto."
There was a security error.,Det fanns ett säkerhetsfel.
This good was added to your shopping cart.,Denna goda lades till i din kundvagn.
Unit Price,JÄMFÖR PRIS
Update Shopping Cart,Uppdatera kundvagn
Use as My Default Billing Address,Använd som min standard faktureringsadress
Use as My Default Shipping Address,Använd som leveransadress
Use the search bar at the top of the page to search for your products.,Använd sökfältet längst upp på sidan för att söka efter dina produkter.
View All,Visa alla
View as,View as
View Order,Visa beställning
Viewed: High to Low,Visad: Högt till Lågt
Viewed: Low to High,Visad: lågt till Högt
What can you do?,Vad kan du göra?
"With a wide variety of payment options, %s offers convenience to customers worldwide. Purchasing options include major credit cards, debit cards, wire transfer, Western Union.","Med ett brett utbud av betalningsalternativ erbjuder %s bekväm shopping till kunder över hela världen. Betalningsmetoder inkluderar kreditkort, kontokort, banköverföring, Western Union."
Write Your Own Review,Skriv en recension
Year,år
You are currently not subscribed to any newsletter.,Du är för närvarande inte prenumererar på varje nyhetsbrev.
You are currently subscribed.,Du är för närvarande prenumererar.
You are now logged out,Du är nu Logga ut
You have logged out and will be redirected to our homepage in 5 seconds.,Du har loggat ut och kommer att omdirigeras till vår hemsida i 5 sekunder.
You have no additional address entries in your address book.,Du har inga extra adress poster i adressboken.
You have no items in your shopping cart.,Du har inga varor i din varukorg.
You have placed no orders.,Du har placerat inga beställningar.
You have submitted no reviews.,Du har lämnat in inga recensioner.
You may also be interested in the following product(s),Du kanske även är intresserad av följande produkt (er)
You must have JavaScript enabled in your browser to utilize the functionality of this website.,Du måste ha JavaScript aktiverat i din webbläsare för att utnyttja funktionaliteten i denna webbplats.
You will be redirected to Credit Card in a few seconds.,Du kommer att omdirigeras till kreditkort på några sekunder.
You will be redirected to Paypal in a few seconds.,Du kommer att omdirigeras till Paypal på några sekunder.
Zip/Postal Code,Zip/Postnummer
Regular,OK
All Category,Alla Kategorier
Payment Methods,Betalningsmetod
Help,Hjälp
Currency,valuta
My Cart (<span>%s</span>) Items,Mitt Kundvagn (<span>%s</span>) artiklar
My Cart <span>%s</span> Items,Mitt Kundvagn <span>%s</span> artiklar
My Cart <span>%s</span>,Mitt Kundvagn <span>%s</span>
My Cart <span>%s Items</span>,Mitt Kundvagn <span>%s artiklar</span>
Checkout Process,kassan Process
By <span>%s</span>,efter <span>%s</span>
Write a review,Skriv en recension
Model,Modell
Credit Card Payment,Keditkortsbetalning
Order Info,Beställningsinfo
Order Number,Ordernummer
Order Amount,Beställningssumma
Card Number,Kortnummer
Expiration,Utgång
Month,Månad
Pay,Betala
Notes,anteckningar
"You are now connected to a secure payment site with certificate issued by VeriSign, Your payment details will be securely transmitted to the Bank for transaction authorization in full accordance with PCI standards.",Du är nu ansluten till en säker betalningssida med certifikat utfärdat av VeriSign. Din betalningsinformation kommer säkert att skickas till banken för transaktionsbehörighet i sin helhet enligt PCI-standarderna.
